id,status,funded_amount,activity,country,geo_level,post,expire,loan_amount,humans,smile,gender,age
1301240,fundraising,25,Retail,Senegal,country,2017-05-29T16:10:03Z,2017-06-28T16:10:02Z,875,M,NA,NA,NA
1304203,funded,625,Farming,Cambodia,town,2017-05-29T16:00:06Z,2017-06-28T16:00:06Z,625,S,0,male,58.7
1304202,funded,425,Farming,Philippines,town,2017-05-29T16:00:05Z,2017-06-28T16:00:05Z,425,S,0.001,female,83
1307973,funded,450,Farming,Honduras,town,2017-05-29T16:00:05Z,2017-06-28T16:00:05Z,450,S,0.041,male,42.2
1307976,fundraising,0,Clothing Sales,El Salvador,town,2017-05-29T16:00:05Z,2017-06-28T16:00:05Z,1000,S,1,male,48
1301231,fundraising,50,Retail,Senegal,country,2017-05-29T16:00:02Z,2017-06-28T16:00:02Z,875,M,NA,NA,NA
1307972,fundraising,0,Agriculture,Honduras,town,2017-05-29T15:50:03Z,2017-06-28T15:50:03Z,1375,S,0.231,male,43.5
1307981,fundraising,25,General Store,El Salvador,town,2017-05-29T15:50:03Z,2017-06-28T15:50:03Z,1500,S,0.009,female,50.8
1307970,funded,1500,General Store,El Salvador,town,2017-05-29T15:50:02Z,2017-06-28T15:50:02Z,1500,NA,NA,NA,NA
1304200,fundraising,175,Farming,Cambodia,town,2017-05-29T15:40:03Z,2017-06-28T15:40:03Z,1500,S,0.236,female,24.3
1307968,funded,500,Food Production/Sales,El Salvador,town,2017-05-29T15:40:03Z,2017-06-28T15:40:03Z,500,NA,NA,NA,NA
1307967,fundraising,75,Agriculture,El Salvador,town,2017-05-29T15:30:04Z,2017-06-28T15:30:04Z,425,NA,NA,NA,NA
1307965,fundraising,150,Utilities,El Salvador,town,2017-05-29T15:30:03Z,2017-06-28T15:30:03Z,1000,NA,NA,NA,NA
1305721,fundraising,0,Personal Housing Expenses,Mozambique,town,2017-05-29T15:30:02Z,2017-06-28T15:30:02Z,525,S,0.098,male,34
1304086,funded,50,Home Energy,Kenya,town,2017-05-29T15:20:06Z,2017-06-28T15:20:06Z,50,NA,NA,NA,NA
1307961,funded,600,Bricks,El Salvador,town,2017-05-29T15:20:06Z,2017-06-28T15:20:06Z,600,NA,NA,NA,NA
1304085,funded,175,Personal Products Sales,Philippines,town,2017-05-29T15:20:05Z,2017-06-28T15:20:05Z,175,S,0.058,female,31.8
1304087,funded,250,Food,Philippines,town,2017-05-29T15:20:05Z,2017-06-28T15:20:05Z,250,S,0.104,male,28.6
1304197,funded,425,Personal Products Sales,Philippines,town,2017-05-29T15:20:05Z,2017-06-28T15:20:05Z,425,S,0.794,female,36.5
1304198,funded,725,General Store,Philippines,town,2017-05-29T15:20:05Z,2017-06-28T15:20:05Z,725,S,0.879,female,58
1304199,fundraising,350,General Store,Philippines,town,2017-05-29T15:20:05Z,2017-06-28T15:20:05Z,1025,S,0.01,male,87.4
1305311,fundraising,25,Personal Expenses,Mozambique,town,2017-05-29T15:20:02Z,2017-06-28T15:20:02Z,525,S,0.234,male,28.2
1304194,fundraising,25,Cereals,Kenya,town,2017-05-29T15:10:07Z,2017-06-28T15:10:07Z,500,S,0.11,male,35.3
1304081,funded,175,Personal Housing Expenses,Philippines,town,2017-05-29T15:10:06Z,2017-06-28T15:10:06Z,175,S,0.331,female,43.9
1304084,funded,200,Personal Housing Expenses,Philippines,town,2017-05-29T15:10:06Z,2017-06-28T15:10:06Z,200,S,0.379,female,40.2
1304189,fundraising,150,Tailoring,Pakistan,town,2017-05-29T15:10:06Z,2017-06-28T15:10:06Z,675,M,NA,NA,NA
1307959,fundraising,0,Agriculture,El Salvador,town,2017-05-29T15:10:06Z,2017-06-28T15:10:06Z,1200,S,0.172,male,69.7
1304083,funded,225,Computers,Philippines,town,2017-05-29T15:10:04Z,2017-06-28T15:10:04Z,225,NA,NA,NA,NA
1304082,funded,175,Fishing,Philippines,town,2017-05-29T15:10:03Z,2017-06-28T15:10:03Z,175,S,0.085,female,43.9
1304186,funded,125,General Store,Philippines,town,2017-05-29T15:10:03Z,2017-06-28T15:10:03Z,125,S,0.009,female,29.7
1304182,funded,100,Home Appliances,Cambodia,town,2017-05-29T15:00:05Z,2017-06-28T15:00:05Z,100,M,NA,NA,NA
1304195,fundraising,0,Farming,Cambodia,town,2017-05-29T15:00:05Z,2017-06-28T15:00:05Z,500,S,0.482,female,63.6
1304183,funded,275,Pigs,Philippines,town,2017-05-29T15:00:04Z,2017-06-28T15:00:04Z,275,NA,NA,NA,NA
1304184,funded,125,Personal Housing Expenses,Philippines,town,2017-05-29T15:00:04Z,2017-06-28T15:00:04Z,125,S,0.113,female,56.8
1304185,funded,125,Personal Housing Expenses,Philippines,town,2017-05-29T15:00:04Z,2017-06-28T15:00:04Z,125,S,0.301,female,55.1
1304193,funded,175,Personal Housing Expenses,Philippines,town,2017-05-29T15:00:04Z,2017-06-28T15:00:04Z,175,S,0.115,female,52
1304192,funded,100,Home Appliances,Cambodia,town,2017-05-29T14:50:07Z,2017-06-28T14:50:07Z,100,M,NA,NA,NA
1304175,funded,975,Education provider,Pakistan,town,2017-05-29T14:50:06Z,2017-06-28T14:50:06Z,975,S,0.008,female,30.5
1304190,funded,375,General Store,Philippines,town,2017-05-29T14:50:06Z,2017-06-28T14:50:05Z,375,S,0,female,53.5
1304191,funded,325,General Store,Philippines,town,2017-05-29T14:50:06Z,2017-06-28T14:50:06Z,325,S,0.012,female,39
1307956,fundraising,25,Retail,Colombia,town,2017-05-29T14:50:06Z,2017-06-28T14:50:06Z,700,S,0.009,female,29.3
1304180,funded,425,Food Production/Sales,Philippines,town,2017-05-29T14:50:05Z,2017-06-28T14:50:05Z,425,S,0.408,female,46.1
1304187,funded,225,General Store,Philippines,town,2017-05-29T14:50:05Z,2017-06-28T14:50:05Z,225,S,0.623,female,39.7
1304181,funded,225,General Store,Philippines,town,2017-05-29T14:50:03Z,2017-06-28T14:50:03Z,225,NA,NA,NA,NA
1304174,funded,1175,Farm Supplies,Cambodia,town,2017-05-29T14:50:02Z,2017-06-28T14:50:02Z,1175,S,0.364,male,28
1304188,funded,2000,Personal Medical Expenses,Lebanon,town,2017-05-29T14:50:02Z,2017-06-28T14:50:02Z,2000,S,0.222,female,33.9
1304171,funded,100,Home Appliances,Cambodia,town,2017-05-29T14:40:05Z,2017-06-28T14:40:04Z,100,M,NA,NA,NA
1304179,funded,975,Education provider,Pakistan,town,2017-05-29T14:40:04Z,2017-06-28T14:40:04Z,975,S,0.022,female,31.4
1304170,fundraising,0,Farming,Kenya,town,2017-05-29T14:40:03Z,2017-06-28T14:40:02Z,500,S,0.053,female,34
1307954,funded,250,Food Production/Sales,Colombia,town,2017-05-29T14:40:03Z,2017-06-28T14:40:03Z,250,NA,NA,NA,NA
1307955,fundraising,25,Cattle,El Salvador,town,2017-05-29T14:40:03Z,2017-06-28T14:40:03Z,1350,NA,NA,NA,NA
1304172,funded,1500,Personal Medical Expenses,Lebanon,town,2017-05-29T14:40:02Z,2017-06-28T14:40:02Z,1500,S,0.027,female,36.8
1304165,funded,225,Home Appliances,Cambodia,town,2017-05-29T14:30:06Z,2017-06-28T14:30:06Z,225,NA,NA,NA,NA
1304167,funded,975,Education provider,Pakistan,town,2017-05-29T14:30:06Z,2017-06-28T14:30:06Z,975,S,0.001,female,37.6
1304169,funded,975,Education provider,Pakistan,town,2017-05-29T14:30:06Z,2017-06-28T14:30:06Z,975,S,0,male,32.4
1304177,funded,775,Education provider,Pakistan,town,2017-05-29T14:30:06Z,2017-06-28T14:30:06Z,775,S,0,female,32.4
1304166,funded,150,Food Production/Sales,Philippines,town,2017-05-29T14:30:05Z,2017-06-28T14:30:05Z,150,S,0.037,female,23.1
1304168,funded,325,General Store,Philippines,town,2017-05-29T14:30:05Z,2017-06-28T14:30:05Z,325,S,0.003,male,61.6
1304176,funded,425,Farming,Philippines,town,2017-05-29T14:30:05Z,2017-06-28T14:30:05Z,425,S,0,female,85.2
1304178,funded,125,Personal Expenses,Philippines,town,2017-05-29T14:30:05Z,2017-06-28T14:30:05Z,125,S,0.349,male,73.9
1307918,funded,350,Pigs,El Salvador,town,2017-05-29T14:30:05Z,2017-06-28T14:30:05Z,350,S,0.171,female,41.2
1304163,funded,125,Food Production/Sales,Philippines,town,2017-05-29T14:30:03Z,2017-06-28T14:30:03Z,125,S,0.058,female,27
1304160,funded,175,Home Appliances,Cambodia,town,2017-05-29T14:20:06Z,2017-06-28T14:20:06Z,175,NA,NA,NA,NA
1304161,funded,200,Primary/secondary school costs,Kenya,town,2017-05-29T14:20:06Z,2017-06-28T14:20:05Z,200,S,0.042,female,16
1304150,funded,225,Transportation,Philippines,town,2017-05-29T14:20:05Z,2017-06-28T14:20:05Z,225,S,0.001,female,77.3
1304162,funded,325,General Store,Philippines,town,2017-05-29T14:20:05Z,2017-06-28T14:20:05Z,325,S,0.005,female,77
1304164,funded,125,Personal Housing Expenses,Philippines,town,2017-05-29T14:20:05Z,2017-06-28T14:20:05Z,125,S,0.52,female,56.8
1304159,funded,325,Clothing Sales,Philippines,town,2017-05-29T14:10:05Z,2017-06-28T14:10:05Z,325,S,0.001,female,39.1
1304158,funded,125,Home Appliances,Philippines,town,2017-05-29T14:10:04Z,2017-06-28T14:10:04Z,125,S,0.01,female,45.6
1304157,funded,750,Fruits & Vegetables,Cambodia,town,2017-05-29T14:10:02Z,2017-06-28T14:10:02Z,750,M,NA,NA,NA
1304156,funded,1450,Education provider,Pakistan,town,2017-05-29T14:00:06Z,2017-06-28T14:00:06Z,1450,M,NA,NA,NA
1307953,fundraising,425,Phone Accessories,Colombia,town,2017-05-29T14:00:06Z,2017-06-28T14:00:06Z,700,NA,NA,NA,NA
1304152,funded,125,Personal Expenses,Philippines,town,2017-05-29T14:00:05Z,2017-06-28T14:00:05Z,125,S,0.385,male,31.8
1304153,funded,125,Personal Expenses,Philippines,town,2017-05-29T14:00:05Z,2017-06-28T14:00:05Z,125,S,0.202,female,25
1304154,funded,225,Transportation,Philippines,town,2017-05-29T14:00:05Z,2017-06-28T14:00:05Z,225,S,0.029,female,66.6
1304144,funded,175,Farming,Philippines,town,2017-05-29T14:00:03Z,2017-06-28T14:00:03Z,175,S,0,male,30.8
1304151,fundraising,175,Motorcycle Transport,Cambodia,town,2017-05-29T14:00:02Z,2017-06-28T14:00:02Z,1975,NA,NA,NA,NA
1304155,fundraising,75,Motorcycle Transport,Cambodia,town,2017-05-29T14:00:02Z,2017-06-28T14:00:02Z,1500,S,0.049,female,45
1304143,fundraising,0,General Store,Kenya,town,2017-05-29T13:50:07Z,2017-06-28T13:50:07Z,500,S,0.333,male,33.7
1304131,funded,975,Education provider,Pakistan,town,2017-05-29T13:50:06Z,2017-06-28T13:50:06Z,975,S,0.116,male,47.4
1304136,funded,575,Education provider,Pakistan,town,2017-05-29T13:50:06Z,2017-06-28T13:50:06Z,575,S,0.035,female,53.7
1304140,funded,975,Education provider,Pakistan,town,2017-05-29T13:50:06Z,2017-06-28T13:50:06Z,975,S,0.004,female,31.1
1304141,funded,175,Home Appliances,Cambodia,town,2017-05-29T13:50:06Z,2017-06-28T13:50:06Z,175,S,0.006,female,24.6
1307952,fundraising,25,Fishing,Colombia,town,2017-05-29T13:50:06Z,2017-06-28T13:50:06Z,700,NA,NA,NA,NA
1304145,funded,250,Primary/secondary school costs,Kenya,town,2017-05-29T13:50:05Z,2017-06-28T13:50:05Z,250,NA,NA,NA,NA
1304149,funded,125,Personal Expenses,Philippines,town,2017-05-29T13:50:05Z,2017-06-28T13:50:05Z,125,S,0.065,male,58.9
1307951,fundraising,50,Farming,Colombia,town,2017-05-29T13:50:05Z,2017-06-28T13:50:05Z,1050,S,0.036,male,25
1304127,funded,225,General Store,Philippines,town,2017-05-29T13:50:04Z,2017-06-28T13:50:04Z,225,S,0,female,33.9
1304142,funded,125,Personal Expenses,Philippines,town,2017-05-29T13:50:04Z,2017-06-28T13:50:04Z,125,NA,NA,NA,NA
1304146,funded,625,General Store,Philippines,town,2017-05-29T13:50:04Z,2017-06-28T13:50:04Z,625,S,0.101,female,56.1
1304126,funded,1925,Education provider,Pakistan,town,2017-05-29T13:40:06Z,2017-06-28T13:40:06Z,1925,S,0.001,male,48.7
1304128,funded,125,Home Appliances,Cambodia,town,2017-05-29T13:40:06Z,2017-06-28T13:40:06Z,125,M,NA,NA,NA
1304129,funded,225,Home Appliances,Cambodia,town,2017-05-29T13:40:06Z,2017-06-28T13:40:06Z,225,S,0.098,female,16.8
1307946,fundraising,50,Agriculture,Colombia,town,2017-05-29T13:40:06Z,2017-06-28T13:40:06Z,425,S,0.369,male,32.3
1307950,funded,350,Agriculture,Colombia,town,2017-05-29T13:40:06Z,2017-06-28T13:40:06Z,350,S,0.001,male,24.7
1304124,funded,125,Personal Housing Expenses,Philippines,town,2017-05-29T13:40:05Z,2017-06-28T13:40:05Z,125,S,0.062,female,34.5
1304130,funded,225,Pigs,Philippines,town,2017-05-29T13:40:05Z,2017-06-28T13:40:05Z,225,S,0.632,female,27
1304132,funded,125,Personal Expenses,Philippines,town,2017-05-29T13:40:05Z,2017-06-28T13:40:05Z,125,S,0.172,female,36.1
1304133,funded,225,Transportation,Philippines,town,2017-05-29T13:40:05Z,2017-06-28T13:40:05Z,225,S,0.004,female,69.6
1304135,funded,225,Pigs,Philippines,town,2017-05-29T13:40:05Z,2017-06-28T13:40:05Z,225,S,0.001,female,56.1
1304138,funded,175,Pigs,Philippines,town,2017-05-29T13:40:05Z,2017-06-28T13:40:05Z,175,S,0.007,female,30.1
1304139,funded,225,General Store,Philippines,town,2017-05-29T13:40:05Z,2017-06-28T13:40:05Z,225,S,0.118,male,46.5
1304134,fundraising,75,Farming,Philippines,town,2017-05-29T13:40:03Z,2017-06-28T13:40:02Z,375,NA,NA,NA,NA
1304137,funded,1775,Computer,Palestine,town,2017-05-29T13:40:02Z,2017-06-28T13:40:02Z,1775,S,0.17,female,23.3
1304114,funded,225,Home Appliances,Cambodia,town,2017-05-29T13:30:07Z,2017-06-28T13:30:07Z,225,NA,NA,NA,NA
1304116,funded,100,Used Clothing,Kenya,town,2017-05-29T13:30:07Z,2017-06-28T13:30:07Z,100,S,0,male,37.1
1304115,funded,200,Primary/secondary school costs,Kenya,town,2017-05-29T13:30:06Z,2017-06-28T13:30:06Z,200,NA,NA,NA,NA
1304121,funded,975,Education provider,Pakistan,town,2017-05-29T13:30:06Z,2017-06-28T13:30:06Z,975,S,0,male,44
1304123,fundraising,200,Farming,Cambodia,town,2017-05-29T13:30:06Z,2017-06-28T13:30:06Z,750,S,0.104,female,29.2
1304122,funded,375,General Store,Philippines,town,2017-05-29T13:30:05Z,2017-06-28T13:30:05Z,375,S,0.247,female,52.8
1304113,funded,225,Pigs,Philippines,town,2017-05-29T13:30:03Z,2017-06-28T13:30:03Z,225,S,0.049,male,46.7
1307948,fundraising,25,Food Production/Sales,El Salvador,town,2017-05-29T13:20:03Z,2017-06-28T13:20:03Z,1200,NA,NA,NA,NA
1307947,funded,725,Retail,Peru,town,2017-05-29T13:20:02Z,2017-06-28T13:20:02Z,725,M,NA,NA,NA
1303900,funded,400,Blacksmith,Pakistan,town,2017-05-29T13:10:05Z,2017-06-28T13:10:05Z,400,M,NA,NA,NA
1304111,funded,525,Tailoring,Philippines,town,2017-05-29T13:10:05Z,2017-06-28T13:10:05Z,525,S,0.005,female,28
1304112,funded,825,Farming,Philippines,town,2017-05-29T13:10:03Z,2017-06-28T13:10:03Z,825,NA,NA,NA,NA
1304110,funded,375,Wedding Expenses,Tajikistan,town,2017-05-29T13:10:02Z,2017-06-28T13:10:02Z,375,S,0.208,female,44.4
1304109,funded,100,Home Appliances,Cambodia,town,2017-05-29T13:00:03Z,2017-06-28T13:00:03Z,100,M,NA,NA,NA
1303412,funded,500,Crafts,Pakistan,town,2017-05-29T12:50:05Z,2017-06-28T12:50:05Z,500,S,0.083,female,34.7
1304078,funded,225,Fish Selling,Philippines,town,2017-05-29T12:50:05Z,2017-06-28T12:50:05Z,225,S,0.016,female,34.7
1304079,funded,225,Pigs,Philippines,town,2017-05-29T12:50:05Z,2017-06-28T12:50:05Z,225,S,0.002,female,48.4
1304080,fundraising,0,Farming,Cambodia,town,2017-05-29T12:50:05Z,2017-06-28T12:50:05Z,625,S,0.007,male,43.5
1304076,funded,225,Home Appliances,Cambodia,town,2017-05-29T12:40:06Z,2017-06-28T12:40:06Z,225,S,0.18,female,61.6
1307945,funded,350,Poultry,Colombia,town,2017-05-29T12:40:06Z,2017-06-28T12:40:06Z,350,NA,NA,NA,NA
1304071,funded,50,Personal Expenses,Philippines,town,2017-05-29T12:40:05Z,2017-06-28T12:40:05Z,50,S,0.317,male,32.2
1304072,funded,225,Pigs,Philippines,town,2017-05-29T12:40:05Z,2017-06-28T12:40:05Z,225,S,0.001,female,58
1304073,funded,300,General Store,Philippines,town,2017-05-29T12:40:03Z,2017-06-28T12:40:03Z,300,S,0.103,female,45.8
1304074,fundraising,225,Internet Cafe,Philippines,town,2017-05-29T12:40:02Z,2017-06-28T12:40:02Z,1025,NA,NA,NA,NA
1307943,fundraising,25,Pigs,El Salvador,town,2017-05-29T12:30:06Z,2017-06-28T12:30:06Z,1000,NA,NA,NA,NA
1307944,fundraising,600,Restaurant,Colombia,town,2017-05-29T12:30:06Z,2017-06-28T12:30:06Z,950,NA,NA,NA,NA
1304058,funded,250,Cattle,Philippines,town,2017-05-29T12:30:05Z,2017-06-28T12:30:05Z,250,S,0,female,69.4
1304056,funded,425,Motorcycle Transport,Philippines,town,2017-05-29T12:30:03Z,2017-06-28T12:30:03Z,425,S,0.014,male,53.1
1304059,funded,575,Personal Housing Expenses,Philippines,town,2017-05-29T12:30:03Z,2017-06-28T12:30:03Z,575,S,0.183,female,37.9
1304103,funded,100,Home Appliances,Cambodia,town,2017-05-29T12:20:07Z,2017-06-28T12:20:07Z,100,S,0.237,female,38.8
1304093,funded,225,Pigs,Philippines,town,2017-05-29T12:20:06Z,2017-06-28T12:20:05Z,225,S,0.991,female,47.5
1304097,funded,250,Food,Philippines,town,2017-05-29T12:20:06Z,2017-06-28T12:20:06Z,250,S,0,male,41.7
1304098,funded,325,Pigs,Philippines,town,2017-05-29T12:20:06Z,2017-06-28T12:20:06Z,325,S,0.019,male,41.3
1304100,funded,225,Pigs,Philippines,town,2017-05-29T12:20:06Z,2017-06-28T12:20:06Z,225,S,0.021,female,26.6
1304102,funded,225,Fish Selling,Philippines,town,2017-05-29T12:20:06Z,2017-06-28T12:20:06Z,225,S,0.673,female,51.9
1304104,funded,250,Pigs,Philippines,town,2017-05-29T12:20:06Z,2017-06-28T12:20:06Z,250,S,0.993,female,50.2
1304091,funded,300,General Store,Philippines,town,2017-05-29T12:20:03Z,2017-06-28T12:20:03Z,300,S,0.003,male,37.5
1304101,funded,325,Pigs,Philippines,town,2017-05-29T12:20:03Z,2017-06-28T12:20:03Z,325,NA,NA,NA,NA
1304096,funded,1500,Electronics Repair,Palestine,town,2017-05-29T12:20:02Z,2017-06-28T12:20:02Z,1500,S,0.007,male,29.2
1304068,fundraising,375,Farming,Cambodia,town,2017-05-29T12:10:06Z,2017-06-28T12:10:06Z,750,S,0.503,male,46.2
1304090,fundraising,200,Farming,Cambodia,town,2017-05-29T12:10:06Z,2017-06-28T12:10:06Z,1000,S,0.002,male,47.7
1304094,funded,100,Home Appliances,Cambodia,town,2017-05-29T12:10:06Z,2017-06-28T12:10:06Z,100,M,NA,NA,NA
1304095,funded,125,Home Appliances,Cambodia,town,2017-05-29T12:10:06Z,2017-06-28T12:10:06Z,125,NA,NA,NA,NA
1304070,funded,225,Fish Selling,Philippines,town,2017-05-29T12:10:05Z,2017-06-28T12:10:05Z,225,S,0.145,female,53.4
1304092,funded,225,Weaving,Philippines,town,2017-05-29T12:10:05Z,2017-06-28T12:10:05Z,225,S,0.009,female,40.3
1304053,funded,375,Personal Medical Expenses,Tajikistan,town,2017-05-29T12:10:03Z,2017-06-28T12:10:03Z,375,S,0.799,female,31.2
1307920,funded,4000,Furniture Making,Peru,town,2017-05-29T12:10:02Z,2017-06-28T12:10:02Z,4000,NA,NA,NA,NA
1304060,funded,175,Home Appliances,Cambodia,town,2017-05-29T12:00:05Z,2017-06-28T12:00:05Z,175,NA,NA,NA,NA
1304069,funded,125,Home Appliances,Cambodia,town,2017-05-29T12:00:05Z,2017-06-28T12:00:05Z,125,NA,NA,NA,NA
1304089,funded,225,Home Appliances,Cambodia,town,2017-05-29T12:00:05Z,2017-06-28T12:00:05Z,225,NA,NA,NA,NA
1307934,funded,300,Cereals,El Salvador,town,2017-05-29T12:00:05Z,2017-06-28T12:00:05Z,300,S,0.108,male,39
1307935,funded,1025,Motorcycle Repair,Honduras,town,2017-05-29T12:00:05Z,2017-06-28T12:00:05Z,1025,NA,NA,NA,NA
1307937,funded,200,Pigs,El Salvador,town,2017-05-29T12:00:05Z,2017-06-28T12:00:05Z,200,NA,NA,NA,NA
1304066,funded,250,Farming,Philippines,town,2017-05-29T12:00:04Z,2017-06-28T12:00:04Z,250,S,0.001,female,25.7
1304067,funded,525,Pigs,Philippines,town,2017-05-29T12:00:04Z,2017-06-28T12:00:04Z,525,S,1,male,41
1307933,fundraising,0,Food,Honduras,town,2017-05-29T11:50:07Z,2017-06-28T11:50:07Z,650,S,0.159,male,58.2
1307930,funded,225,General Store,El Salvador,town,2017-05-29T11:50:06Z,2017-06-28T11:50:06Z,225,S,0.103,male,72.5
1304057,fundraising,0,Farming,Kenya,town,2017-05-29T11:50:05Z,2017-06-28T11:50:05Z,300,S,0.464,male,35.5
1304062,fundraising,0,Farming,Kenya,town,2017-05-29T11:50:05Z,2017-06-28T11:50:05Z,400,NA,NA,NA,NA
1304065,funded,225,Food Production/Sales,Philippines,town,2017-05-29T11:50:05Z,2017-06-28T11:50:05Z,225,S,0.049,female,50.5
1304064,funded,325,Personal Housing Expenses,Philippines,town,2017-05-29T11:50:02Z,2017-06-28T11:50:02Z,325,S,0.416,female,37.9
1303945,funded,1150,General Store,Malawi,town,2017-05-29T11:40:04Z,2017-06-28T11:40:04Z,1150,NA,NA,NA,NA
1307928,fundraising,100,Grocery Store,Honduras,town,2017-05-29T11:40:04Z,2017-06-28T11:40:04Z,1500,S,0.007,male,49.3
1307939,fundraising,50,Farm Supplies,Honduras,town,2017-05-29T11:40:04Z,2017-06-28T11:40:04Z,875,S,0.053,male,49.1
1304061,funded,200,Farming,Kenya,town,2017-05-29T11:40:03Z,2017-06-28T11:40:03Z,200,NA,NA,NA,NA
1307922,funded,800,Farm Supplies,El Salvador,town,2017-05-29T11:40:03Z,2017-06-28T11:40:03Z,800,S,0.006,female,28.4
1307926,funded,800,Restaurant,El Salvador,town,2017-05-29T11:40:03Z,2017-06-28T11:40:03Z,800,S,0.017,female,24.2
1307925,fundraising,0,Property,Colombia,town,2017-05-29T11:40:02Z,2017-06-28T11:40:02Z,1050,S,0.057,male,49.1
1307938,funded,875,Farming,Honduras,town,2017-05-29T11:30:06Z,2017-06-28T11:30:06Z,875,S,0.294,male,54.2
1304052,funded,1450,Grocery Store,Jordan,town,2017-05-29T11:30:05Z,2017-06-28T11:30:05Z,1450,S,0.011,female,52.4
1307919,fundraising,75,Food Production/Sales,El Salvador,town,2017-05-29T11:30:05Z,2017-06-28T11:30:05Z,500,S,0.251,male,45.1
1307924,funded,500,General Store,El Salvador,town,2017-05-29T11:30:05Z,2017-06-28T11:30:05Z,500,S,0.558,male,59.8
1304051,funded,150,Personal Housing Expenses,Philippines,town,2017-05-29T11:30:04Z,2017-06-28T11:30:04Z,150,S,1,female,23.9
1304041,funded,375,Fuel/Firewood,Philippines,town,2017-05-29T11:30:02Z,2017-06-28T11:30:02Z,375,S,0.011,male,48.6
1304045,funded,100,Home Appliances,Cambodia,town,2017-05-29T11:20:06Z,2017-06-28T11:20:06Z,100,S,0.348,female,30
1304049,funded,175,Home Appliances,Cambodia,town,2017-05-29T11:20:06Z,2017-06-28T11:20:06Z,175,S,0.001,female,35.1
1307917,fundraising,125,Personal Medical Expenses,Mexico,town,2017-05-29T11:20:06Z,2017-06-28T11:20:06Z,375,S,0.001,male,40.9
1304046,funded,75,Home Energy,Kenya,town,2017-05-29T11:20:05Z,2017-06-28T11:20:05Z,75,NA,NA,NA,NA
1304050,funded,225,Pigs,Philippines,town,2017-05-29T11:20:04Z,2017-06-28T11:20:04Z,225,S,0.001,male,37.3
1307910,funded,400,Food Production/Sales,El Salvador,town,2017-05-29T11:10:06Z,2017-06-28T11:10:06Z,400,S,0.024,female,52.1
1304040,funded,325,Food Production/Sales,Philippines,town,2017-05-29T11:10:05Z,2017-06-28T11:10:05Z,325,S,0.742,female,43
1303941,funded,325,Pigs,Philippines,town,2017-05-29T11:10:04Z,2017-06-28T11:10:04Z,325,S,0.002,male,40.8
1303927,fundraising,50,Farming,Cambodia,town,2017-05-29T11:00:06Z,2017-06-28T11:00:06Z,500,NA,NA,NA,NA
1304029,funded,225,General Store,Philippines,town,2017-05-29T11:00:05Z,2017-06-28T11:00:05Z,225,S,0.39,female,71.8
1304031,funded,225,Fishing,Philippines,town,2017-05-29T11:00:05Z,2017-06-28T11:00:05Z,225,S,0.012,female,45.5
1304032,funded,325,Personal Housing Expenses,Philippines,town,2017-05-29T11:00:05Z,2017-06-28T11:00:05Z,325,S,0.905,male,45.1
1304038,funded,375,General Store,Philippines,town,2017-05-29T11:00:05Z,2017-06-28T11:00:05Z,375,S,0.021,male,54.2
1307915,fundraising,0,Cafe,Colombia,town,2017-05-29T11:00:05Z,2017-06-28T11:00:05Z,400,NA,NA,NA,NA
1304044,funded,300,Sewing,Pakistan,town,2017-05-29T10:50:07Z,2017-06-28T10:50:07Z,300,M,NA,NA,NA
1307914,funded,1200,Cattle,El Salvador,town,2017-05-29T10:50:07Z,2017-06-28T10:50:06Z,1200,S,0.416,female,32.3
1304028,funded,525,Charcoal Sales,Philippines,town,2017-05-29T10:50:05Z,2017-06-28T10:50:05Z,525,S,0.624,female,30.7
1303106,funded,1025,General Store,Philippines,town,2017-05-29T10:50:03Z,2017-06-28T10:50:03Z,1025,S,1,female,38
1304020,funded,800,Clothing Sales,Tanzania,town,2017-05-29T10:50:02Z,2017-06-28T10:50:02Z,800,M,NA,NA,NA
1304025,funded,225,General Store,Philippines,town,2017-05-29T10:40:05Z,2017-06-28T10:40:05Z,225,S,0.332,male,63.6
1304026,funded,225,Personal Products Sales,Philippines,town,2017-05-29T10:40:05Z,2017-06-28T10:40:05Z,225,NA,NA,NA,NA
1304042,funded,375,Personal Products Sales,Philippines,town,2017-05-29T10:30:04Z,2017-06-28T10:30:04Z,375,S,0.046,female,17
1303200,funded,325,Weaving,India,town,2017-05-29T10:20:03Z,2017-06-28T10:20:03Z,325,S,0.023,female,66.6
1304039,funded,950,Sewing,Tajikistan,town,2017-05-29T10:20:02Z,2017-06-28T10:20:02Z,950,S,0.659,female,28.3
1303102,funded,125,Manufacturing,Philippines,town,2017-05-29T10:10:04Z,2017-06-28T10:10:04Z,125,S,0.332,female,60.9
1304023,funded,325,Motorcycle Transport,Philippines,town,2017-05-29T10:10:04Z,2017-06-28T10:10:04Z,325,NA,NA,NA,NA
1304033,fundraising,225,General Store,Philippines,town,2017-05-29T10:10:04Z,2017-06-28T10:10:03Z,550,S,0.101,female,56.9
1304037,funded,175,Home Appliances,Cambodia,town,2017-05-29T10:10:04Z,2017-06-28T10:10:04Z,175,S,0.005,female,28.8
1304035,funded,500,Higher education costs,Palestine,town,2017-05-29T10:10:03Z,2017-06-28T10:10:03Z,500,S,0.479,male,23.5
1304024,funded,2000,Photography,Palestine,town,2017-05-29T10:00:02Z,2017-06-28T10:00:02Z,2000,S,0.066,female,47.7
